"id","visit","center","bia1a","bia1a1","bia1a2","bia1c","bia1c1","bia2a","bia2a1","bia2c","bia2c1","bia3a","bia3a1","bia3c","bia3c1","bia4a","bia4a1","bia4c","bia4c1","bia5a","bia5a1","bia5c","bia5c1","bia6a","bia6a1","bia6c","bia6c1","bia7a","bia7a1","bia7c","bia7c1","bia8","bia1b","bia1d","bia2b","bia2d","bia3b","bia3d","bia4b","bia4d","bia5b","bia5d","bia6b","bia6d","bia7b","bia7d","bia9"
"EA40643",8,"EA","GO HOME AND GET YOUR OWN BASKETBALL TO PLAY AND TO PRACTICE.  AND BRING","YOUR BALL EVERYDAY FOR THE BASKETBALL TEAM AND PLAY WITH IT IN THE GYM SO","IT WONT GET LOST.","GO TO YOUR FRIEND'S HOUSE AND ASK HIM IF YOU","COULD USE HIS BASKETBALL.","HELP HIM OUT, BY GIVING HIM A TOY TO PLAY WITH, AND GIVE HIM MONEY TO BUT","SOMETHING FROM THE STORE","GO TAKE HIM TO THE POLICE SO THE POLICE COULD","FIND HIS MOTHER, BECAUSE HE WAS SAD","DO N'T GIVE IT TO HIM, HURRY UP AND PUT IT IN THE MACHINE.",,"AFTER GETTING THE SODA, JUST WALK AWAY",,"DON'T HIT HIM, JUST TELL THE","TEACHER.","TELL THE PRINCIPAL, TELL MY MOTHER",,"HIT HIM BACK",,"BEAT HIM UP, WHEN GET FINISHED HITTING HIM,","I COULD TELL SOMEBODY","STOP THEM FROM FIGHTING, BY","BREAKING IT UP, BY TELLING THEM TO STOP FIGHTING","GO TELL SOMEBODY, LIKE THEIR PARENTS",,"STOP THEM FROM FIGHTING, TELL THEM TO STOP OR IF","THEY DONT STOP, I COULD TELL THEIR MOTHER","TELL THE TEACHER WHO WOULD SUSPEND THEM",,"CET",5,5,6,4,7,7,4,4,2,2,1,4,1,4,2/15/1998
"EA40664",8,"EA","GO HOME",,,"GO WALK WHERE MY SISTER IS, SO SHE CAN HELP ME.","TO HELP ME FIND SOMEBODY WHO HAS A BALL","RUN HOME",,"WALK AWAY",,"SAY""NO"" YOU CANNOT HAVE MY MONEY, I HAVE TO BUY A SODA",,"I DON'T KNOW",,"I WOULD TELL THE KID TO SAY THEY","ARE SORRY TO ME.","I DONT KNOW",,"TELL THE TEACHER TO HELP ME.",,"GET OUT OF LINE AND GO TO THE END OF THE LINE",,"TELL THEM TO STOP FIGHTING",,"GET IN THE MIDDLE OF THEM AND HOLD MY HANDS OU","T TO STOP THEM","I WOULD PULL HER OUT BY TAKING HER HAND",,"I WOULD SAY ""STOP FIGHTING""",,"BEB",5,4,5,5,1,22,1,22,4,5,1,7,7,1,8/15/1996
"EA40670",8,"EA","WALK AWAY",,,"GO HOME",,"RUN AWAY",,"GO HOME",,"SAY NO",,"SAY BE QUIET AND PUT MONEY IN MACHINE",,"GO TELL THE TEACHER",,"SIT DOWN AND DO MY WORK",,"PUSH HIM BACK",,"HIT HIM",,"WALK PAST THEM",,"GO HOME",,"WALK HOME",,"GO TO SLEEP",,"JAS",5,5,5,5,1,7,4,5,2,2,5,5,5,5,3/15/1997
"EA40692",8,"EA","I WOULD JUST WALK AWAY.",,,"I MIGHT JUST WATCH THE OTHER GUYS PRACTICE.",,"I WOULD START WALKING BACKWARDS.",,"GET OUT OF HIS WAY. I WOULD  STEP TO THE SIDE.",,"I WOULDN'T GIVE IT TO HIM.",,"TELL HIM I DON'T HAVE ANY MONEY - I'M JUST WAI","TING FOR MY AUNT.","I WOULD JUST ASK HIM TO STOP.",,"I MIGHT JUST GO ON ABOUT MY BUSINESS - I","'D IGNORE IT AND DO NOTHING ABOUT IT.","I WOULD ASK HIM ""WHY DID YOU PU","SH ME?""","I WOULD ASK HIM IF I COULD GET BACK IN LINE.",,"I WOULD JUST LIKE TELL SOMEBODY - S","O THAT NO ONE WILL GET HURT.","PROBABLY JUST ASK THEM TO STOP.",,"I WOULD TELL MY FRIEND TO COME OVER AND TALK TO ME",".  STOP FIGHTING AND COME OVER.","I MIGHT TELL THEM TO BREAK IT UP.",,"JBH",5,5,5,5,7,5,1,5,1,1,4,1,1,1,5/15/1996
"EA40724",8,"EA","ASK HIM NICELY",,,"PLAY WITH HIM",,"WALK AWAY",,"DON'T SAY NOTHING TO HIM, JUST WALK RIGHT PAST","HIM","SAY ""NO""","AND GET MY SODA AND WALK AWAY","I WOULD NOT GIVE HIM THE MONEY",,"IGNORE HIM, DON'T PAY HIM NO","MIND","WON'T CARE",,"PUSH HIM OUT OF LINE",,"TELL THE PEOPLE THAT WANT TO GET SOME WATER, O","R TELL HIS MOTHER AND FATHER, SO THEY WILL MAKE HIM GET WATER AT HOME","BREAK IT UP, BY TALKING TO THEM",,"TAKE THEM HOME TO THEIR HOUSES AND LET THEM PL","AY WITH EACH OTHER SO THEY WON'T FIGHT","TELL THEM TO STOP",,"ASK HIM WHO DID IT FIRST, THEN GET SOME TOYS","TO PLAY WITH","BEB",1,6,5,5,7,7,5,5,2,4,1,7,1,6,12/15/1997
"EA40739",8,"EA","I WOULD SAY ""OK""",,,"JUST WALK ON",,"STAND TO THE SIDE",,"ASK HIM ""WHAT IS WRONG WITH YOU?""",,"RUN UP TO THE FRONT OF THE LINE AND ASK SOMEBODY IF I COULD GET IN LINE","THERE BECAUSE THERE IS A KID TRYING TO TAKE MY MONEY","I WOULD SAY ""NO BECAUSE I NEED THIS MONEY FOR","TO GET SOMETHING TO DRINK, AND THEN GO ON THE RIDES""","TELL HIM CAN YOU PLEASE STOP TALK","ING ABOUT ME","SAY IF YOU DON'T STOP TALKING ABOUT ME, THEN","I'M GONNA TELL YOUR MOM","GET BACK WHERE I WAS AND DRINK","SOME WATER, AND THEN SAY ""NOW YOU CAN GET SOME WATER BECAUSE I'M OUT OF LINE","LET HIM IN FRONT OF ME AND THEN GET INTO HIS","PLACE","RUN OVER THERE AND BREAK IT UP, BY","PULLING THEM APART","TELL BOTH OF THEM TO GO HOME SO THEY WON'T FIG","HT ANYMORE","ASK HIM "" WHY YOU FIGHTING HIM?""",,"I WOULD BREAK IT UP, AND TELL HIM ""WHY IS YOU","FIGHTING HIM?  WE AGREED NOT TO FIGHT ANYBODY""","BEB",5,5,5,1,5,1,1,3,7,5,7,1,1,1,6/15/1997
"EA40746",8,"EA","GO GET A BALL FROM MY HOUSE.",,,"ASK A FRIEND IF I CAN HOLD THEIR BALL",,"GET OFF THE SIDEWALK",,"I WOULD GO INTO MY HOUSE",,"SAY ""NO""",,"HIT HIM.",,"HIT HIM.",,"GET MY MOM SO THAT HE WILL GET INTO TROUBLE.",,"PUSH HIM BACK.",,"HIT HIM, I WOULD GO GET MY BROTHER SO HE WILL","GET INTO TROUBLE","GO GET MY BIG BROTHER SO THE OTHER","KIDS WILL GET INTO TROUBLE","GO GET MY BIG SISTER SO THE OTHER KIDS WILL","GET INTO TROUBLE","GO GET MY BROTHER SO MY FRIEND WILL GET INTO TROUL","BLE","GO GET MY SISTER SO THAT MY FRIEND WILL GET IN","TO TROUBLE","BEB",,,,,,,,,,,,,,,11/15/1996
"EA40752",8,"EA","I WOULD ASK HIM AGAIN, I WOULD ASK HIM IF HE WILL LET ME HOLD IT, I WILL BE","HIS FRIEND",,"I WOULD GIVE HIM SOMETHING, LIKE ONE OF MY TOYS","THAT I BROUGHT IF HE LET ME HOLD IT","I WOULD WALK AWAY FROM HIM",,"I WOULD NOT PAY HIM ANY ATTENTION",,"I WOULD SAY ""NO""",,"I WOULD PUSH HIM OUT OF MY WAY AND TELL MY MOT","HER SO HE WON'T TAKE MY MONEY","WALK AWAY FROM HIM AND DONT","PAY HIM ANY ATTENTION","I WOULD TELL HIS MOTHER SO IT WILL GET HIM A","BEATING","PUSH HIM BACK",,"I WOULD BEAT HIM UP",,"BREAK IT UP, I WOULD PUSH THEM","AWAY FROM EACH OTHER","I WOULD MAKE THEM BE FRIENDS AGAIN, I WOULD","GIVE THEM SOMETHING THAT THEY COULD SHARE SO THEY CAN BE FREINDS AGAIN","LET THEM FIGHT, IF SOMEONE GETS HURT I WOULD","BREAK IT UP","I WOULD TALK TO THEM ABOUT BEING FRIENDS AGAIN",", I WOULD BREAK IT UP","BEB",6,6,5,5,1,2,5,4,2,2,7,6,5,1,5/15/1997
"EA40767",8,"EA","I WILL ASK YOUR MOM IF SHE COULD BUY A BALL",,,"I WOULD ASK ANOTHER FRIEND FOR A BALL.",,"I WILL HELP HIM GET HAPPY.  I WOULD TELL HIM SOME FUNNY THINGS",,"I CAN'T THINK OF ANYTHING ELSE",,"I WILL SAY NO",,"I WILL IGNORE",,"I WOULD DO THE SAME THING THAT HE","DID TO ME","CAN'T THINK OF ANYTHING ELSE",,"I WILL PUSH HIM OUT OF LINE",,"TELL THE TEACHER",,"STOP THE FIGHT (I WILL TALK TO THEM",")","I CAN'T THINK OF ANYTHING ELSE",,"I WILL STOP IT AND TAKE HIM HOME",,"TELL HIS MOTHER",,"JAS",5,5,6,22,1,5,3,22,2,4,1,22,7,4,3/15/1997
"EA40778",8,"EA","I WOULD GET ANGRY",,,"I'D GET REAL MAD (?) I'D JUST TALK IT OUT",,"I WOULD WALK AWAY",,"I'S TELL HIM TO LEAVE ME ALONE",,"I'S SAY NO YOU CAN'T HAVE THIS MONEY THIS IS MY SISTER'S MONEY",,"I'D TELL HIM YOU CAN'T HAVE MY MONEY",,"I'S SAY LEAVE ME ALONE OR I'M GON","NA TELL THE TEACHER THAT YOU'RE DOING THAT TO ME","I'D GET REAL ANGRY",,"I'D GET BACK IN LINE",,"I'D SAY YOU CAN'T ROUTE ME",,"I'D BREAK IT UP? BY TELLING THEM TO","STOP FIGHTING","I'D DAY STOP FIGHTING",,"I'D TELL HIM TO STOP OR I'LL TELL YOUR MOTHER",,"I'D TELL HIM STOP FIGHTING CUZ IT'S BAD TO FIG","HT","NLG",5,1,5,1,1,1,3,22,7,3,1,1,3,1,9/15/1996
"EA40780",8,"EA","FEEL SAD, WOULD NOT DO ANYTHING",,,"GO AND PLAY SOMETHING ELSE",,"RUN AWAY TO MY HOUSE",,"RUN TO MY FRIEND'S HOUSE",,"RUN TO A GROWN-UP, SO THEY CAN STOP THEM",,"ASK SOMEBODY ELSE TO STOP THEM FROM TAKING","MY MONEY","MAKE FUN OF HIM",,"HIT HIM",,"TELL A GROWN-UP, SO THEY WILL","TELL HIM TO GET IN THE BACK OF THE LINE","PUSH HIM OUT OF THE LINE",,"STOP THE FIGHT, BY HOLDING ONE PERS","ON AND ASKING SOMEONE ELSE TO HOLD THE OTHER PERSON","TELL A GROWN-UP SO THEY WILL HELP US STOP THE","FIGHT","TELL A GROWN-UP, SO THEY CAN STOP IT",,"TELL MY FRIEND TO STOP",,"BEB",5,5,5,5,4,4,1,2,4,2,7,4,4,1,10/15/1997
"EA40795",8,"EA","GET AND GO HOME",,,"GO ON THE PLAYGROUND",,"RUN",,"GO HOME",,"DON'T GIVE IT TO HIM",,"RUN",,"TALK ABOUT HIM BACK",,"MAKE FUN OF HIM",,"PUNCH HIM BACK",,"GET BACK IN MY SPACE",,"BREAK IT UP, BY TELLING THEM TO STO","P","TELL THEIR PARENTS BECAUSE I WANT THE PARENTS","TO HELP ME.","WALK AWAY, KEEP ON WALKING",,"ASK SOMEBODY TO HELP ME BREAK IT UP",,"CET",5,5,5,5,7,5,3,3,2,7,1,4,5,4,1/15/1997
"EA40800",8,"EA","ASK HIM ""CAN I HOLD IT PLEASE?""",,,"GO AND BUY ONE.",,"ASK HIM IF HE'S MY FRIEND.",,"DON'T KNOW",,"SAY NO.",,"IF HE TRIES TO SNATCH IT FROM ME, I'D SNATCH I","T BACK.","TALK NASTY BACK ABOUT HIM.",,"DON'T KNOW",,"PUSH HIM BACK",,"IF HE HIT ME, I'D HIT HIM BACK. (IF HE DIDN'T","HIT ME) I'D JUST PUSH HIM BACK.","NOTHING. I WOULDN'T DO ANYTHING.",,"BREAK IT UP. (Q) PUSH THEM APART.",,"BREAK IT UP. (Q) I'D TALK TO HIM.",,"JUST LET THEM FIGHT.",,"JBH",1,5,1,22,1,2,3,22,2,2,22,7,1,5,5/15/1996
"EA40813",8,"EA","BUY ONE",,,"ASK THE COACH FOR ONE",,"BEAT HIM UP",,"TELL HIS MOTHER",,"SAY NO",,"CALL THE POLICE",,"BEAT HIM UP",,"TELL HIS MOTHER",,"TELL THE TEACHER",,"GET BACK IN MY SPOT",,"BREAK IT UP","? PUT ONE KID HERE AND THE OTHER KID OVER HERE (PTS TO OPPOSITE SIDES OF RM","NOTHING",,"STOP HIM ? BY SAYING STOP FIGHTING",,"TAKE HIM HOME",,"NLG",5,4,2,4,1,4,2,4,4,7,7,22,1,7,6/15/1996
"EA40821",8,"EA","I WOULD WALK AWAY",,,"I WOULD WAIT UNTIL HE WAS FINISHED AND ASK HIM I","F I COULD HOLD IT","I AIN'T GONNA LOOK AT HIM NO MORE",,"NOTHING",,"I'D SAY NO",,"IF HE SAID PLEASE I'D GIVE HIM SOME",,"NOTHING",,"I WOULDN'T SAY ANYTHING",,"I WOULD GET RIGHT BACK WHERE I","WAS AND TELL HIM HE CAN'T GET IN FRONT OF NOBODY","NO",,"BREAK IT UP ? TELL ONE TO GO THIS W","AY (POINTS) AND ONE TO GO THIS WAY (PTS OTHER DIRECTION)","I MIGHT TELL THEM THAT THEY CAN'T FIGHT",,"I WOULD TELL MY FRIEND TO WALK AWAY",,"I MIGHT TELL THEM DON'T FIGHT",,"NLG",5,1,5,7,1,6,5,5,3,22,1,1,1,1,9/15/1996
"EA40849",8,"EA","GO HOME AND PLAY WITH MY TOYS",,,"ASK MY MOTHER CAN WE GO OUT SOMEWHERE, LIKE GO T","O MY AUNT'S HOUSE","TELL THE TEACHER",,"TELL MY MOTHER",,"TELL MY MOTHER",,"TELL THEM TO LEAVE ME ALONE",,"TELL THE TEACHER",,"TELL THEM TO LEAVE ME ALONE",,"TELL HIM OR HER TO STOP GETTING","IN FRONT OF ME","TELL THE TEACHER",,"BREAK UP THE FIGHT BY TELLING THEM","TO STOP FIGHTING","GO RIGHT OVER TO THEIR HOUSE AND TELL THEIR MO","THER SO SHE WILL  TELL THEM TO STOP FIGHTING","TELL THE TEACHER",,"TELL THEM TO STOP FIGHTING",,"BEB",5,5,4,4,4,1,4,1,1,4,1,4,4,1,3/15/1998
"EA40865",8,"EA","ASK AGAIN NICELY",,,"I DK, NOTHING",,"RUN",,"GO HOME & TELL MY MOTHER",,"I WOULD SAY ""NO""",,"IF HE TRIES TO BEAT ME, I WOULD RUN",,"I WOULDN'T BE THEIR FRIEND NO","MORE","TELL MY MOTHER",,"TELL THE TEACHER & WHEN I GO","HOME TELL MY MOTHER","TELLING MY MOM WAS THE SECOND THING (THIS","RESPONSE)","TELL THE TEACHER",,"I WOULD RUN HOME",,"TELL THEM TO STOP & DON'T FIGHT WITH THEM B/C","YOU COULD GET HURT","NOTHING",,"ACG",1,22,5,4,1,5,5,4,4,4,4,5,1,22,4/15/1998
"EA40882",8,"EA","FIRST I WOULD TELL SOMEBODY - A TEACHER OR COACH - THEY WOULD PUT THEM OUT O","F THE GAME. TEACHER WOULD SAY ""LET HIM HOLD THE BALL"".",,"I WOULD BRING MY OWN BALL",,"I WOULD JUST CROSS THE STREET",,"I WOULD RUN HOME AND NEVER WALK ON THAT STREET","AGAIN.","BANG HIM IN THE MOUTH.",,"I WOULD SAY NO",,"IF I HEARD THEM, I WOULD BEAT HIM","UP.","I WOULD TELL THEIR MOM - BECAUSE I WANT HIM TO","STOP DOING THAT","TELL HIM ""HEY DON'T DO THAT TO","ME"".","TELL SOMEBODY - THE TEACHER- SHE WOULD GIVE HI","M A SPANKING.","TELL SOMEBODY - BECAUSE I DON'T LIK","E TO SEE CHILDREN FIGHT. THE ADULT WOULD BREAK IT UP.","IF THEY KEEP FIGHTING I WOULD BEAT THEM UP.",,"HELP MY FRIEND - FIGHT BACK WITH HIM",,"I WOULD CALL THE COPS",,"JBH",4,5,5,5,2,1,2,4,3,4,4,2,2,4,8/15/1996
"EA40909",8,"EA","I WOULD TAKE THE BALL FROM HIM SO MY TEAM CAN WIN.",,,"ASK THE COACH FOR A BALL IF HE WAS THERE.",,"WALK PAST HIM.",,"TELL HIM TO GET OUT OF MY FACE.",,"I WOULD SAY NO, THIS AIN'T YOUR MONEY, THIS IS MINE. I JUST GOT FINISHE","D PLAYING A GAME.","I WOULD TELL HIS MOTHER OR HIS FATHER. I","WOULD WANT THEM TO PUNISH HIM FOR THE MONTH.","I WOULD PUSH HIM AND SAY, DON'T","BE MAKING NO NASTY STORIES BEHIND MY BACK BECAUSE YOU LIE AND MADE IT UP.","I WOULD TELL THE TEACHER THAT HE IS MAKING UP","STORIES (?) SHE WOULD SUSPEND HIM.","I WOULD PUSH HIM AND START","FIGHTING AND THEN I WOULD PUSH HIM TO THE BACK OF THE LINE.","YOU CAN'T GET IN FRONT OF ME, WE ARE GOING TO","THE SAME PLACE.","BREAK UP THE FIGHT AND TELL THEM TO","STAY AWAY FROM EACH OTHER.","TELL THEM NOT TO FIGHT BECAUSE IT IS BAD TO","FIGHT BECAUSE SOMEBODY CAN GET HURT.","I WOULD TELL THE OTHER PERSON TO GET OFF MY","FRIEND, TELL THEM THEY MAY BUST THEIR NOSE OR TRIP SOMEBODY.","NOTHING.",,"MPG",2,4,7,3,3,4,2,4,2,3,1,1,1,22,6/15/1997
"EA40917",8,"EA","ASK SOMEONE ELSE.",,,"BUY ONE.",,"STEP BACK",,"ASK WHY ARE YOU MAD?",,"I WOULD SAY ""NO"".",,"GIVE HIM HALF OF MY MONEY.",,"I WOULD SAY PLEASE STOP MAKING UP","NASTY WORDS ABOUT ME BEHIND MY BACK.","I WOULD CALL THEIR PARENTS.",,"I WOULD TELL A PARENT.",,"I WOULD SAY ""COULD YOU PLEASE GET BEHIND ME BE","CAUSE YOUR BEING RUDE"".","I WOULD TELL A PARENT.",,"TRY TO STOP FIGHT BY ASKING THEM TO PLEASE STO","P FIGHTING.","I WOULD ASK MY FRIEND TO STOP FIGHTING.",,"ASK THE OTHER KID TO STOP FIGHTING WITH MY FRI","END.","KRW",5,5,5,1,1,6,1,4,4,1,4,1,1,1,10/15/1998
"EA40925",8,"EA","I MIGHT SAY ""THAT IS OK THEN""",,,"I MIGHT GO INTO THE HOUSE AND GET MY OWN BALL,","I WOULD COME OUTSIDE AND THEN PLAY WITH MY BALL","RUN INTO THE HOUSE AWAY FROM HIM",,"I WOULD JUST STAND THERE AND HE PROBABLY WOULD","NOT HIT ME","I WOULD RUN",,"PUSH HIM AWAY, GET MY SODA, THEN RUN",,"I WOULD SAY STOP MAKING UP NASTY","STORIES ABOUT ME","I WOULD SAY STOP MAKING UP NASTY STORIES ABOUT","ME AND THEN I WOULD RUN","PUSH HIM OUT OF THE LINE",,"I WOULD RUN",,"STOP THE FIGHT , BY PUSHING THEM AP","ART","DONT KNOW",,"I WOULD SAY ""YOU ALL STOP FIGHTING""",,"TAKE MY FRIEND, BRING HIM IN MY HOUSE AND THEN","WE WOULD PLAY (BREAKING UP THE FIGHT)","BEB",5,5,5,7,5,2,1,1,2,5,7,22,1,7,9/15/1997
"EA40940",8,"EA","FIND ANOTHER FRIEND WITH A BALL",,,"FIND ONE IN MY HOUSE THAT I LOST",,"SAY ""ARE YOU MY FRIEND?' (AGAIN?)",,"ARE YOU GOING TO BEAT ME UP TODAY?  TELL HIM T","O STOP BEING ANGRY AND BE A NICE FRIEND","I WOULD SAY NO TO YOU.",,"TELL SOMEBODY TO GET HIM.",,"TELL HIM TO STOP",,"TELL HIS BROTHER, SISTER OR MOTHER, OR FATHER.",,"TELL HIS UNCLE AND AUNT THAT HE","KEEPS ON PUSHING ME OUT OF LINE WHEN I'M TRYING TO DRINK WATER.","PUSH HIM AND RUN.",,"BREAK IT UP HOLD EACH OTHER (GESTUR","ING)LIKE THAT.","TELL THEIR MOTHER AND FATHER SO THEY COULD GET","PUNISHED.","I WOULD RUN OVER THEIR AND TEL THEM TO STOP FIGHTI","NG BEFORE THEIR MOTHER WOULD COME OVER THERE AND BEAT THEIR BUTT.","HOLD BOTH OF THEM BACK SO THEY CAN'T KICK AND","SPIT ON EACH OTHER.","KRW",5,5,1,1,1,4,1,4,4,2,7,4,3,7,9/15/1998
"EA40958",8,"EA","I WOULD WALK AWAY",,,"TELL HIM YOU ARE NOT BEING NICE",,"I'LL BE SCARED. I WOULD TELL HIM WHY ARE YOU MAD BECAUSE I FEEL SCARED",,"I WOULD RUN AWAY",,"SAY NO",,"TELL HIM NO IT IS MY MONEY TO GET SODA WITH",,"TELL HIM TO QUIT",,"TELL HIM THAT I WILL TELL ON HIM",,"TELL THEM YOU ARE BEING MEAN",,"SAY I WAS THERE FIRST",,"SAY THAT YOU GUYS SHOULDN'T FIGHT",,"TELL THEM TO STOP FIGHTING",,"TELL HIM TO STOP HURTING PEOPLE",,"TELL HIM NOT TO DO IT BECAUSE IT IS WRONG",,"CET",5,1,1,5,1,1,1,1,1,1,1,1,1,1,6/15/1998
"EA40986",8,"EA","I WOULD TELL HIM THAT I HAVE TO PRACTICE",,,"ASK HIM AGAIN FOR THE BALL TO PRACTICE",,"I WOULD BEG THE KID NOT TO HIT ME",,"TELL THE KID TO CALM DOWN",,"I WOULD NOT GIVE HIM TH MONEY",,"I WOULD HIT THE KID",,"I WOULD ASK THE KID WHAT HE SAID","ABOUT ME","I WOULD BANG HIM IN THE FACE",,"HEY,WHAT YOU PUSH ME OUT THE LI","NE FOR","KICK HIM IN HIS BUTT",,"I WOULD THEM TO BREAK IT UP AND YOU","ARE TOO LITLE TO FIGHT","I WOULD TELL TO STOP FIGHTING BECAUSE YOU WILL","BE FRIENDS AGAIN ANYWAY","I WOULD TELL MY FRIEND THAT I WILL NOT BE THEIR FR","IEND IF THEY DO NOT STOP FIGHTING","I WOULD TELL THEM I WOULD BE REAL REAL ANGRY W","ITH THEM IF THEY DO NOT STOP FIGHTING","KYR",1,1,5,1,7,2,1,2,3,2,1,1,3,3,8/15/1998
"EA40994",8,"EA","WALK AWAY",,,"ASK HIM IF HE WANTS TO PLAY WITH ME",,"RUN",,"TELL MOM",,"TELL HIM ""NO""",,"RUN",,"SAY SOMETHING ELSE BEHIND HIS BAC","K","TELL HIM TO LEAVE ME ALONE",,"GET UP AND PUSH HIM BACK",,"TELL HIM HE WAS RUDE TO ME",,"SEPARATE THEM BY TELLING THEM TO ST","OP  FIGHTING","TELL THEIR PARENTS",,"TELL THEM TO STOP",,"TELL MY BEST FRIEND'S MOTHER OR FATHER",,"CET",5,6,5,4,1,5,3,1,2,1,1,4,1,4,3/15/1998
"EA41002",8,"EA","I WOULD ASK SOMEBODY ELSE",,,"GO BUY A  BALL",,"I WOULD ASK THEM IF THEY HATE ME",,"I WOULD SEE IF THEY HATE ME, LOOK AT THE WAY","THEY TREAT ME","I WOULD ASK THEM WHY THEY WANT MY MONEY AND SEE IF THEY NEEDED IT",,"I WOULD ASK THEM IF THEY HAVE MONEY, IF THEY","DON'T HAVE ANY THEN I WOULD SHARE SOME WITH THEM","ASK THEM WHY THEY MAKE UP NASTY","STORIES, AND WHY THEY ARE TALKING ABOUT ME BEHIND MY  BACK","ASK THEM WHY THEY ARE TALKING ABOUT ME",,"I WOULD ASK HIM WHY THEY DID TH","AT,I WOULD TELL THEM TO ASK TO GET IN FRONT OF ME","SAY ""WHY DIDN'T YOU ASK ME?""",,"I WOULD TELL THEM THAT THEY COULD H","URT EACH OTHER, AND TELL THEM ""DON'T FIGHT""","TELL THEM THAT BY FIGHTING, THEY COULD START","ANOTHER FIGHT AMONG OTHER KIDS","ASK THEM WHY ARE THEY FIGHTING",,"ASK THEM ""WHY DO YOU WANT TO FIGHT?""",,"BEB",5,5,1,5,6,6,1,1,5,1,1,1,1,1,4/15/1998
"EA41010",8,"EA","I WOULD SAY ""PLEASE"" BECAUSE I NEED IT.",,,"I MIGHT SAY ""PLEASE, I'M GOING TO GIVE IT BACK"".",,"STAND STILL AND THEN IF HE TRIES TO HIT ME, I WOULD HIT HIM BACK.",,"IT I WAS IN SCHOOL, I WOULD TELL THE TEACHER O","R THE PRINCIPAL.","I WOULD SAY ""NO"" AND RUN.",,"I MIGHT SAY ""WHAT IS YOUR PARENTS'NAMES"" AND I","F HE TELLS ME THEN I WOULD TELL THEIR PARENTS.","I WOULD GO BACK TO HIM AND SAY ""I","F YOU HAVE  SOMETHING TO SAY, SAY IT TO MY FACE"".","I MIGHT SAY ""DON'T SAY IT BEHIND MY BACK THEY","HAVE TO SAY IT IN MY FACE""","I WOULD GET MY SPOT BACK BY ASK","ING THEM ""EXCUSE ME I WAS HERE FIRST"".","I MIGHT SAY ""I WILL TELL YOUR MOTHER"".",,"I WOULD SAY ""BREAK IT UP"" TO THEM.",,"I MIGHT SAY ""IT IS NOT GO TO FIGHT AND HIT EAC","H OTHER"".","I MIGHT SAY ""STOP MESSING WITH MY FRIEND"".",,"I MIGHT SAY ""I WILL TELL YOUR PARENTS"".",,"CET",6,6,7,4,1,3,3,3,1,3,1,1,1,3,10/15/1997
"EA41051",8,"EA","TURN MY BACK AND GO AWAY",,,"ASK HIM AGAIN AND SAY ""PLEASE, I NEED TO PRACTIC","E FOR TOMORROW""","DON'T SAT NOTHING TO HIM, LOOK THE OTHER WAY AND WALK AWAY",,"ASK THE KID WHAT IS WRONG AND THEN I WOULD TRY","TO CALM HIM DOWN","JUST STAY THERE IN THE LINE AND DON'T PAY HIM NO ATTENTION",,"WALK AWAY UNTIL THE BOY IS OUT OF LINE AND","THEN COME BACK","GO TELL THE KID ""I  DON'T LIKE","WHAT HE IS SAYING ABOUT ME AND PLEASE DON'T DO IT AGAIN""","TELL THE KID'S MOTHER, BECAUSE SHE MIGHT TELL","HIM TO STOP AND HE PROBABLY WON'T LISTEN TO ME.","GET BACK IN FRONT OF THAT KID",,"I WOULD GET INTO THE BACK OF THE LINE",,"I WOULD BREAK IT UP BY GETTING IN T","HE MIDDLE OF THEM, PUSH THEM APART","GET AN ADULT I KNOW TO STOP THEM",,"CALL MY FRIEND, CALM HER DOWN AND TELL HER PLEASE","DON'T DOTHAT AGAIN","DON'T KNOW",,"BEB",5,6,5,1,7,5,1,4,7,5,7,4,1,22,6/15/1997
"EA41068",8,"EA","I WOULD SAY I PROMISE I WILL GIVE IT BACK WHEN YOU WANT IT",,,"I CAN SAY PLEASE CAN I HAVE IT",,"RUN AWAY",,"GO TELL AN ADULT",,"NOT GIVE HIM IT",,"I COULD SAY NO IT IS MY MONE",,"GO TELL MY TEACHER",,"I CAN TELL SOMEBODY",,"TELL THE TEACHER",,"TELL THE PRINCIPAL",,"TELL THEM TO STOP",,"I CAN SAY TO BE GOOD",,"TELL THEM TO STOP","I","I CAN TELL THEM TO BE GOOD FRIENDS OR I AM GOI","NG TO TELL THE TEACHER","CET",6,1,5,4,7,1,4,4,4,4,1,1,1,1,5/15/1998
"EA41084",8,"EA","TELL MY MOMMY AND SHE WILL TELL ME TO GO OUT ON THE BACK PORCH OR GO ON TH","PLAYGROUND",,"I WOULD BRING MY BALL OUT",,"GO IN THE HOUSE",,"GO TO THE PLAYGROUND",,"I WOULD SAY ""NO""",,"PLAY A TRICK ON HIM AND TELL HIM THE SODA","IS FOR MY MOTHER","TELL THE TEACHER SO HE WILL GET","INTO TROUBLE","HIT HIM",,"PUSH HIM OUT OF LINE",,"PUSH HIM IN THE STREET AND MAKE HIM GET RUN","OVER BY A CAR","TELL THEIR MOTHERS SO THEY CAN","STOP FIGHTING","MAKE GOD STRIKE THEM, GIVE THEM PHYSICAL PAIN",,"NOTHING",,"LET GOD STRIKE THEM, GIVE THEM PAIN",,"BEB",4,5,5,5,1,6,4,2,2,2,4,2,5,5,10/15/1997
